idno,nwspol,netusoft,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstun,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,mnrgtjb,freehms,hmsfmlsh,hmsacld,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdgr,rlgatnd,pray,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,brncntr,blgetmg,facntr,mocntr,gvrfgap,rfgbfml,eneffap,rdcenr,cflsenr,elgcoal,elghydr,elgnuc,elgsun,elgwind,elgbio,wrpwrct,wrenexp,wrdpimp,wrdpfos,wrntdis,wrinspw,wrtcfl,wrtratc,clmchng,clmthgt2,ccnthum,ccrdprs,wrclmch,ccgdbd,lkredcc,lklmten,gvsrdcc,ownrdcc,inctxff,sbsrnen,banhhap,dfincac,smdfslv,uemplwk,slvpens,slvuemp,gvslvol,gvslvue,gvcldcr,sbstrec,sbprvpv,sbeqsoc,sbbsntx,sblazy,sblwcoa,imsclbn,uentrjb,bnlwinc,lkuemp,lknemny,vteurmmb,hhmmb,gndr,agea,icpart1,dvrcdeva,maritalb,chldhm,domicil,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,emplrel,estsz,jbspv,wkdcorga,iorgact,wkhct,wkhtot,tporgwk,wrkac6m,uemp3m,mbtru,hincsrca,hinctnta,hincfel,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,emprf14,emprm14,atncrse,anctry1,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,region,neverwork,occgrp,industry,votesd
2290,20,5. Every day,8,9,8,2,4,4,4,3,9,10,8,6,7,8,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,0. No,1. Yes,8,7,5,3,9,7,8,3,5,1,5,1,2,2,2,5,8,5,8,5. Once a week,4. 4-6,3,0. No,1,2,3,8,6,0. No,0,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,7,4,8,5,2,2,3,2,2,1,1,2,2,2,2,2,2,1,3,4,2,2,2,7,4,2,2,2,1,5,3,4,3. 10-14,5,5,6,5,8,4,3,3,4,4,5,4,5,2,1,1,1. Remain member of the European Union,3,1. Yes,40,0. No,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,2. 10 to 24,1. Yes,10,8,38,50,6. Other,0. No,0. No,"2. Yes, previously",1. Wages or salaries,6th decile,2,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,1,4,2,4,5,2,5,2,2,2,3,3,5,3,4,3,3,2,4,5,3,16. SE312,0,2. Professionals,16. Arts and entertainment,0
2291,240,5. Every day,8,9,8,1,4,5,5,5,9,9,9,6,6,6,0. No,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,5,8,6,3,9,6,6,3,5,1,4,1,2,2,2,5,10,5,8,6. Several times a week,3. 3,2,1. Yes,1,3,2,2,2,1. Yes,6,6. Less often,2. More than once a week,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,3,8,3,8,5,4,3,2,5,4,1,3,2,2,1,1,1,2,1,3,3,8,2,0,5,3,6,1,3,1,3,2,3,2. 5-9,1,9,9,3,9,3,4,4,4,3,4,2,4,1,1,1,33. Would submit a blank ballot paper,3,0. No,41,1. Yes,0. No,1. Legally married,1. Yes,5. Farm or home in countryside,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,1. Employee,4. 100 to 499,1. Yes,10,10,40,40,1. Central or local government,1. Yes,0. No,"1. Yes, currently",1. Wages or salaries,7th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,2,4,2,5,5,6,5,1,3,5,1,1,6,3,6,5,6,1,3,5,2,16. SE312,0,1. Managers,15. Health and social work,0
2294,60,5. Every day,7,6,6,2,3,2,3,3,7,8,8,5,5,7,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,5,7,5,3,6,5,5,3,5,1,5,2,2,2,2,5,3,3,0,6. Several times a week,3. 3,3,1. Yes,1,1,3,8,8,0. No,0,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,3,6,4,8,4,3,4,2,1,2,1,1,2,1,1,1,2,1,1,2,3,7,3,5,8,6,7,4,3,2,4,2,4,3. 10-14,4,5,8,6,7,3,2,3,3,2,3,3,3,1,1,1,1. Remain member of the European Union,1,1. Yes,41,0. No,0. No,6. None of these (NEVER married or in legally registered civil union),0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,2. 10 to 24,0. No,0,0,40,40,4. A private firm,0. No,0. No,"1. Yes, currently",1. Wages or salaries,6th decile,2,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,2,2,2,4,5,4,2,3,3,2,1,2,2,2,2,2,2,1,2,4,1,2. SE121,0,3. Technicians,9. Information and communication,0
2295,5,5. Every day,3,7,6,3,1,5,3,3,2,2,4,1,1,5,1. Yes,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,1. Yes,0. No,3,7,4,3,5,3,3,2,5,1,5,1,1,1,1,5,9,7,8,4. Several times a month,5. 7-9,3,1. Yes,1,2,3,9,8,0. No,2,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,7,4,6,5,4,5,1,2,2,1,2,2,2,2,2,2,1,1,3,4,5,2,3,5,1,2,1,3,1,4,2,2,2. 5-9,3,3,9,6,6,4,3,3,4,3,3,1,4,1,1,1,2. Leave the European Union,3,0. No,40,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,5. Farm or home in countryside,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,10,5,40,40,1. Central or local government,0. No,0. No,"1. Yes, currently",1. Wages or salaries,8th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,2,5,1,5,4,5,2,1,2,5,3,1,3,5,6,2,3,2,3,3,4,14. SE232,0,3. Technicians,15. Health and social work,0
2299,30,5. Every day,9,9,9,2,2,3,2,2,5,7,8,5,5,8,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Yes,1. Yes,5,8,8,2,9,5,6,2,5,1,5,1,2,2,2,5,5,6,8,7. Every day,4. 4-6,2,0. No,1,2,3,10,10,1. Yes,1,7. Never,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,3,2,5,4,5,5,1,3,1,1,2,1,3,3,3,3,2,2,2,3,2,3,4,2,5,5,8,9,5,5,1,1,3,2,2. 5-9,2,1,9,9,9,3,1,1,3,5,5,3,5,4,1,1,33. Would submit a blank ballot paper,1,1. Yes,40,0. No,0. No,4. Legally divorced/civil union dissolved,0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Under 10,1. Yes,5,0,40,40,4. A private firm,0. No,0. No,"1. Yes, currently",1. Wages or salaries,3rd decile,2,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12000. North European (Nordic),3,6,1,3,2,4,3,2,2,3,3,2,5,2,5,3,4,3,3,2,3,13. SE231,0,5. Services,8. Accommodation and food service,0
2303,30,3. A few times a week,4,4,6,3,2,2,1,1,2,8,10,1,1,1,0. No,0. No,1. Yes,1. Yes,1. Yes,0. No,1. Yes,0. No,1. Yes,0,8,2,5,5,0,1,1,5,5,4,5,2,3,4,9,8,5,8,5. Once a week,2. 2,3,1. Yes,3,2,3,9,9,0. No,1,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,1. Yes,5,5,8,4,4,5,2,5,1,3,4,1,4,5,5,3,2,2,4,1,2,4,7,4,8,10,8,7,5,3,1,1,5,2,10. 45-49,1,5,10,10,9,4,4,2,4,3,4,4,3,1,1,1,2. Leave the European Union,4,0. No,40,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,2,2,40,45,4. A private firm,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,6th decile,2,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12060. Swedish nfs,2,5,2,2,1,3,2,3,2,2,1,2,5,1,5,3,3,1,2,1,1,5. SE124,0,7. Craft and Trades,3. Manufacturing,0
2304,30,5. Every day,1,4,5,2,3,4,2,4,0,1,1,1,1,3,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,10,10,5,0,3,3,3,4,5,2,5,4,3,2,4,0,3,0,9,7. Every day,3. 3,2,1. Yes,2,2,3,4,1,0. No,0,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,4,2,5,4,10,5,1,2,1,2,3,1,2,1,2,1,1,1,1,2,2,3,1,2,5,3,3,1,0,5,1,3,1,4,3. 10-14,3,7,10,6,8,2,4,3,2,3,4,4,2,1,1,1,2. Leave the European Union,3,1. Yes,40,1. Yes,1. Yes,4. Legally divorced/civil union dissolved,1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,1. Under 10,1. Yes,10,10,40,40,5. Self employed,0. No,1. Yes,3. No,1. Wages or salaries,8th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,2. Self-employed,0. No,12060. Swedish nfs,2,5,4,6,4,3,5,4,2,1,2,3,5,3,4,2,4,1,3,2,2,20. SE331,0,3. Technicians,5. Construction,0
2306,15,5. Every day,7,7,7,3,3,1,3,3,8,8,9,5,6,8,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,8,8,7,5,9,6,6,2,5,1,5,2,1,1,1,7,10,9,8,7. Every day,3. 3,3,0. No,2,3,1,9,9,1. Yes,7,5. Only on special holy days,5. Only on special holy days,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,9,5,9,5,1,2,1,2,2,1,2,2,2,1,1,2,2,1,5,4,8,3,3,8,6,8,4,2,2,4,4,2,2. 5-9,4,4,8,6,8,3,2,2,4,3,2,4,4,1,1,1,1. Remain member of the European Union,4,0. No,40,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,8,8,40,45,2. Other public sector (such as education and health),0. No,0. No,"1. Yes, currently",1. Wages or salaries,6th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,1. Employee,1. Yes,12060. Swedish nfs,3,4,2,5,2,4,3,1,3,2,1,2,3,2,5,4,3,2,2,2,1,4. SE123,0,2. Professionals,14. Education,0
2312,30,5. Every day,8,8,7,3,3,2,4,2,8,8,8,7,7,9,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,0. No,0. No,1. Yes,5,9,7,7,8,6,8,2,5,1,5,1,1,1,1,7,8,7,9,7. Every day,6. 10 or more,4,0. No,2,1,3,10,9,0. No,1,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,7,4,9,5,3,5,1,1,2,1,1,2,2,1,1,1,2,1,3,4,8,3,3,4,7,7,7,1,1,2,2,2,3. 10-14,6,6,7,7,9,4,2,2,3,2,3,4,4,3,1,1,1. Remain member of the European Union,4,0. No,40,1. Yes,0. No,1. Legally married,1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Under 10,0. No,9,5,40,35,4. A private firm,0. No,0. No,"2. Yes, previously",1. Wages or salaries,7th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12060. Swedish nfs,3,5,2,5,3,3,2,2,2,3,4,2,5,2,5,2,3,2,2,2,2,17. SE313,0,5. Services,"10. Finance, insurance, real estate",0
2313,30,5. Every day,9,7,5,3,3,4,3,3,6,9,9,6,4,8,1. Yes,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,1. Yes,7,8,6,4,7,5,7,3,5,1,5,1,1,1,2,7,10,7,8,5. Once a week,5. 7-9,3,0. No,2,2,3,7,4,0. No,3,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,8,5,8,5,2,5,2,2,2,2,2,3,4,2,2,2,2,1,4,4,6,3,2,5,5,3,1,1,2,1,3,3,3. 10-14,5,6,5,5,7,2,2,2,4,3,4,1,4,1,1,1,1. Remain member of the European Union,3,0. No,40,1. Yes,0. No,1. Legally married,1. Yes,2. Suburbs or outskirts of big city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Under 10,1. Yes,10,10,40,10,4. A private firm,0. No,0. No,"1. Yes, currently",1. Wages or salaries,9th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,1,5,2,2,5,1,3,2,5,3,1,3,1,4,2,4,1,2,2,4,2,1. SE110,0,1. Managers,12. Administrative and support service,0
2314,45,5. Every day,7,8,8,1,3,2,3,4,6,7,10,4,5,5,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,1. Yes,1. Yes,3,8,5,4,9,1,5,2,5,1,5,2,2,2,4,6,5,2,7,5. Once a week,4. 4-6,3,0. No,1,1,3,9,3,1. Yes,4,5. Only on special holy days,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,4,3,8,4,10,5,2,3,4,4,2,1,1,1,2,1,2,1,1,2,3,3,5,1,4,6,3,6,0,2,2,3,4,2,3. 10-14,6,7,10,8,10,4,2,2,3,4,4,4,4,3,2,1,2. Leave the European Union,4,1. Yes,40,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,7,0,40,50,2. Other public sector (such as education and health),0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,10th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. Not working,1. Yes,12060. Swedish nfs,5,4,3,4,2,4,5,5,4,3,3,4,4,3,6,3,3,3,4,3,4,12. SE224,0,7. Craft and Trades,6. Wholesale and retail,1
2315,60,5. Every day,7,7,3,1,1,1,2,1,4,6,7,5,7,4,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,1. Yes,2,1,5,6,8,5,0,1,5,1,5,1,1,1,1,10,8,9,2,4. Several times a month,4. 4-6,2,0. No,1,5,1,10,8,0. No,0,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,0. No,0. No,1,1,0,1,8,5,1,4,1,3,1,1,3,2,3,2,1,1,1,1,2,2,8,1,2,7,6,9,6,2,1,2,5,3,2. 5-9,1,0,10,10,0,4,2,5,4,5,5,1,4,3,4,1,1. Remain member of the European Union,1,0. No,40,0. No,0. No,6. None of these (NEVER married or in legally registered civil union),0. No,1. A big city,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Under 10,0. No,0,0,37,37,4. A private firm,0. No,1. Yes,3. No,5. Unemployment/redundancy benefit,2nd decile,2,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12000. North European (Nordic),6,6,1,6,5,5,3,1,1,6,1,2,6,2,6,4,5,1,5,5,5,20. SE331,0,3. Technicians,6. Wholesale and retail,0
2316,60,5. Every day,9,9,9,2,2,2,2,2,4,8,8,3,3,8,0. No,0. No,0. No,1. Yes,0. No,0. No,1. Yes,0. No,1. Yes,5,9,4,3,3,4,7,1,5,1,5,1,1,1,1,8,4,6,9,6. Several times a week,4. 4-6,1,0. No,1,2,2,8,5,1. Yes,3,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,8,3,7,5,3,5,1,2,4,2,2,2,1,2,2,2,2,2,3,4,7,2,2,3,4,4,2,2,1,2,2,1,8. 35-39,2,3,9,5,8,3,2,3,3,3,2,4,2,4,1,1,2. Leave the European Union,4,0. No,41,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,4. Country village,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,7,6,38,38,1. Central or local government,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,8th decile,2,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,3. Not working,1. Employee,0. No,12060. Swedish nfs,5,4,1,4,3,4,3,3,2,4,4,1,5,3,5,4,1,1,2,2,3,19. SE322,0,5. Services,15. Health and social work,0
2320,60,5. Every day,8,7,8,3,3,1,4,3,8,8,8,7,7,7,0. No,0. No,0. No,1. Yes,1. Yes,0. No,0. No,0. No,1. Yes,7,9,7,6,7,8,7,3,5,1,5,1,2,2,2,7,8,8,9,7. Every day,5. 7-9,3,0. No,2,2,3,8,6,1. Yes,2,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,3,6,4,7,5,2,4,2,2,2,2,2,2,3,2,2,2,2,2,4,3,7,3,3,7,5,5,7,2,2,2,2,3,5. 20-24,7,5,8,8,8,3,3,2,3,3,3,4,4,1,1,1,1. Remain member of the European Union,3,0. No,40,1. Yes,0. No,1. Legally married,1. Yes,2. Suburbs or outskirts of big city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,9,8,40,43,1. Central or local government,0. No,0. No,"1. Yes, currently",1. Wages or salaries,10th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,2. Self-employed,1. Yes,12060. Swedish nfs,3,4,2,3,3,2,4,3,2,3,3,2,3,3,4,3,3,2,3,3,2,5. SE124,0,2. Professionals,14. Education,0
2327,240,5. Every day,7,5,6,1,4,5,4,5,10,9,9,6,6,8,1. Yes,1. Yes,1. Yes,0. No,1. Yes,0. No,1. Yes,1. Yes,1. Yes,7,10,7,2,7,4,5,2,5,1,5,1,2,2,2,7,6,6,10,7. Every day,3. 3,3,0. No,1,1,3,10,10,1. Yes,2,5. Only on special holy days,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,6,4,7,4,2,3,2,2,2,2,3,4,4,1,3,1,1,1,5,2,7,3,4,4,3,6,5,2,2,4,1,4,2. 5-9,5,5,8,7,10,4,3,4,1,2,3,2,3,2,1,1,1. Remain member of the European Union,2,1. Yes,40,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),0. No,2. Suburbs or outskirts of big city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,4. 100 to 499,1. Yes,10,9,40,48,4. A private firm,1. Yes,0. No,3. No,1. Wages or salaries,10th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,1,2,1,1,3,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1. SE110,0,2. Professionals,12. Administrative and support service,0
2339,105,5. Every day,5,7,6,2,2,4,2,2,7,6,7,7,6,6,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,5,8,5,6,6,7,7,2,4,1,5,2,1,1,1,7,7,7,8,6. Several times a week,4. 4-6,3,0. No,1,2,3,9,7,1. Yes,3,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,3,7,5,8,5,2,4,2,2,3,3,2,1,3,3,2,3,2,2,4,3,5,3,3,3,0,0,1,5,2,2,2,2,2. 5-9,3,4,9,6,8,3,2,2,4,3,2,4,4,1,1,1,33. Would submit a blank ballot paper,4,1. Yes,39,1. Yes,0. No,1. Legally married,1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,5. 500 or more,0. No,9,5,37,40,4. A private firm,0. No,0. No,"1. Yes, currently",1. Wages or salaries,8th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,4. Father dead/absent,1. Employee,1. Yes,12060. Swedish nfs,1,5,2,5,3,2,2,2,3,3,2,2,5,3,3,3,3,2,2,5,3,21. SE332,0,3. Technicians,3. Manufacturing,0
2343,10,4. Most days,5,4,6,3,3,2,3,2,7,8,9,6,5,5,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,6,10,7,5,4,6,6,2,5,1,1,1,2,2,2,6,8,8,9,2. Less than once a month,4. 4-6,2,0. No,2,2,3,8,7,0. No,1,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,3,8,5,7,5,3,5,2,2,3,1,1,3,3,2,2,2,2,2,2,3,5,2,3,4,5,5,3,2,2,2,2,2,4. 15-19,2,2,9,3,8,2,2,3,3,2,2,1,3,3,1,1,1. Remain member of the European Union,4,1. Yes,39,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Under 10,1. Yes,9,10,40,40,4. A private firm,0. No,0. No,3. No,1. Wages or salaries,3rd decile,2,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12060. Swedish nfs,3,5,2,2,3,3,5,3,3,3,2,2,4,4,4,4,3,3,4,5,4,19. SE322,0,7. Craft and Trades,3. Manufacturing,0
2344,45,5. Every day,6,7,6,2,2,2,3,2,6,5,1,5,5,9,0. No,0. No,0. No,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,4,7,7,3,8,3,3,2,5,1,5,2,1,1,1,6,9,10,7,3. Once a month,2. 2,2,1. Yes,1,2,3,1,8,0. No,1,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,1,3,9,6,9,5,3,4,2,1,3,2,2,2,2,2,2,2,1,1,4,4,9,3,0,9,2,4,7,1,1,2,3,1,2. 5-9,6,3,9,8,8,3,1,1,5,4,5,2,4,1,1,1,1. Remain member of the European Union,5,1. Yes,39,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,8,4,40,55,2. Other public sector (such as education and health),1. Yes,1. Yes,"1. Yes, currently",1. Wages or salaries,10th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,1,5,1,3,5,1,5,1,2,2,1,1,2,2,2,3,4,1,1,3,2,10. SE214,0,2. Professionals,14. Education,0
2347,30,5. Every day,9,9,7,2,3,3,4,4,7,8,8,5,6,6,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,1. Yes,7,9,7,5,8,7,7,3,5,1,5,2,1,1,1,9,9,9,9,5. Once a week,4. 4-6,3,0. No,1,1,3,7,5,0. No,7,5. Only on special holy days,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,1,2,8,4,9,5,1,4,1,1,1,2,3,3,4,2,2,2,2,1,5,4,9,4,2,8,7,6,7,2,1,1,2,3,2. 5-9,7,7,7,7,8,3,3,2,3,2,3,2,4,1,2,1,1. Remain member of the European Union,4,1. Yes,40,1. Yes,0. No,1. Legally married,1. Yes,2. Suburbs or outskirts of big city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,5. 500 or more,1. Yes,9,9,40,60,4. A private firm,1. Yes,0. No,"2. Yes, previously",1. Wages or salaries,10th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,1,5,1,4,4,3,5,1,3,3,3,2,3,3,3,5,5,2,2,4,1,12. SE224,0,1. Managers,7. Transportation and Storage,0
2351,30,5. Every day,9,8,7,1,4,4,4,4,9,8,7,8,9,6,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,1. Yes,3,9,6,7,8,4,7,1,5,1,5,1,1,1,1,8,9,9,10,5. Once a week,3. 3,3,0. No,1,1,3,7,6,1. Yes,2,7. Never,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,1,1,9,3,7,5,1,2,4,3,4,2,1,1,2,1,2,2,2,1,4,5,5,3,3,8,3,5,1,1,1,4,4,1,5. 20-24,7,5,7,8,8,5,1,1,5,5,4,4,5,1,1,1,1. Remain member of the European Union,4,1. Yes,39,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,1. A big city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,4. 100 to 499,1. Yes,9,9,40,45,1. Central or local government,1. Yes,0. No,"1. Yes, currently",1. Wages or salaries,9th decile,1,0. No,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,2,4,1,3,3,5,4,1,2,3,2,3,3,3,4,4,3,3,2,4,4,1. SE110,0,2. Professionals,"11. Professional, scientific, and technical",0
